"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"04-2016","104. City of Charlottesville",0,17,0,2
"04-2016","105. Town of Clifton Forge",0,0,0,0
"04-2016","106. City of Colonial Heights",1,19,0,0
"04-2016","107. City of Covington",0,2,0,0
"04-2016","108. City of Danville",0,37,0,1
"04-2016","109. City of Emporia",0,3,0,0
"04-2016","110. City of Falls Church",0,14,0,0
"04-2016","111. City of Fredericksburg",0,60,0,1
"04-2016","112. Town of Front Royal",0,15,0,1
"04-2016","113. City of Galax",0,3,0,0
"04-2016","114. City of Hampton",0,187,0,8
"04-2016","115. City of Harrisonburg",0,24,0,0
"04-2016","116. City of Hopewell",0,38,0,0
"04-2016","117. City of Lexington",0,0,0,0
"04-2016","118. City of Lynchburg",0,38,0,0
"04-2016","119. Town of Marion",0,2,0,0
"04-2016","120. City of Martinsville",0,10,0,0
"04-2016","121. City of Newport News",1,185,0,6
"04-2016","122. City of Norfolk",2,240,0,5
"04-2016","123. City of Petersburg",0,44,0,2
"04-2016","124. City of Portsmouth",0,70,0,5
"04-2016","125. Town of Pulaski",0,2,0,1
"04-2016","126. City of Radford",0,7,0,1
"04-2016","127. City of Richmond",4,236,1,10
"04-2016","128. City of Roanoke",0,44,0,2
"04-2016","129. City of Salem",0,12,0,1
"04-2016","130. Town of South Boston",0,3,0,0
"04-2016","131. City of Chesapeake",2,148,1,5
"04-2016","132. City of Staunton",0,42,0,1
"04-2016","133. City of Suffolk",0,58,0,1
"04-2016","134. City of Virginia Beach",0,415,0,9
"04-2016","136. City of Waynesboro",0,18,0,0
"04-2016","137. City of Williamsburg",0,7,0,0
"04-2016","138. City of Winchester",0,14,0,0
"04-2016","139. Town of Wytheville",0,4,0,0
"04-2016","140. Town of Abingdon",0,9,0,0
"04-2016","141. Town of Bedford",0,4,0,0
"04-2016","142. Town of Blackstone",0,1,0,1
"04-2016","143. Town of Bluefield",0,5,0,0
"04-2016","144. Town of Farmville",0,12,0,0
"04-2016","145. City of Franklin",0,3,0,0
"04-2016","146. City of Norton",0,1,0,0
"04-2016","147. City of Poquoson",0,2,0,0
"04-2016","148. Town of Richlands",0,1,0,0
"04-2016","149. Town of Vinton",0,4,0,0
"04-2016","150. Town of Blacksburg",0,26,0,2
"04-2016","151. City of Fairfax",1,37,1,0
"04-2016","152. City of Manassas Park",0,4,0,0
"04-2016","153. Town of Vienna",0,14,0,1
"04-2016","154. Town of Christiansburg",0,19,0,0
"04-2016","155. City of Manassas",0,78,0,1
"04-2016","156. Town of Warrenton",0,4,0,0
"04-2016","157. Town of Rocky Mount",0,5,0,0
"04-2016","158. Town of Tazewell",0,4,0,1
"04-2016","159. Town of Luray",0,4,0,0
"04-2016","160. Town of Accomac",0,0,0,0
"04-2016","162. Town of Altavista",0,4,0,0
"04-2016","163. Town of Amherst",0,1,0,0
"04-2016","165. Town of Appomattox",0,1,0,0
"04-2016","166. Town of Ashland",0,10,0,1
"04-2016","168. Town of Berryville",0,0,0,0
"04-2016","170. Town of Boones Mill",0,3,0,0
"04-2016","173. Town of Boydton",0,0,0,0
"04-2016","176. Town of Bridgewater",0,3,0,0
"04-2016","177. Town of Broadway",0,0,0,0
"04-2016","178. Town of Brodnax",0,0,0,0
"04-2016","179. Town of Brookneal",0,2,0,0
"04-2016","182. Town of Cape Charles",0,0,0,0
"04-2016","183. Town of Capron",0,2,0,0
"04-2016","184. Town of Cedar Bluff",0,2,0,0
"04-2016","185. Town of Charlotte C.H.",0,0,0,0
"04-2016","186. Town of Chase City",0,0,0,0
"04-2016","187. Town of Chatham",0,0,0,0
"04-2016","188. Town of Cheriton",0,0,0,0
"04-2016","189. Town of Chilhowie",0,1,0,0
"04-2016","190. Town of Chincoteague",0,1,0,0
"04-2016","196. Town of Clintwood",0,1,0,0
"04-2016","198. Town of Coeburn",0,0,0,0
"04-2016","200. Town of Columbia",0,1,0,0
"04-2016","204. Town of Culpeper",0,25,0,0
"04-2016","205. Town of Damascus",0,0,0,0
"04-2016","206. Town of Dayton",0,0,0,0
"04-2016","208. Town of Dillwyn",0,2,0,0
"04-2016","210. Town of Dublin",0,0,0,0
"04-2016","211. Town of Duffield",0,0,0,0
"04-2016","212. Town of Dumfries",0,3,0,0
"04-2016","215. Town of Edinburg",0,1,0,0
"04-2016","216. Town of Elkton",0,1,0,0
"04-2016","217. Town of Exmore",0,3,0,0
"04-2016","218. Town of Fincastle",0,0,0,0
"04-2016","219. Town of Floyd",0,1,0,0
"04-2016","221. Town of Gate City",0,1,0,0
"04-2016","222. Town of Glade Spring",0,0,0,0
"04-2016","224. Town of Glen Lyn",0,0,0,0
"04-2016","225. Town of Gordonsville",0,0,0,0
"04-2016","229. Town of Grundy",0,3,0,0
"04-2016","230. Town of Halifax",0,0,0,0
"04-2016","233. Town of Haymarket",0,6,0,0
"04-2016","235. Town of Herndon",0,49,0,0
"04-2016","237. Town of Hillsville",0,0,0,0
"04-2016","245. Town of Jonesville",0,0,0,0
"04-2016","246. Town of Keller",0,0,0,0
"04-2016","248. Town of Keysville",0,2,0,0
"04-2016","252. Town of Lebanon",0,0,0,0
"04-2016","253. Town of Leesburg",0,23,0,0
"04-2016","255. Town of Lovettsville",0,0,0,0
"04-2016","264. Town of Mount Crawford",0,0,0,0
"04-2016","265. Town of Mount Jackson",0,4,0,0
"04-2016","269. Town of New Market",0,1,0,0
"04-2016","274. Town of Onley",0,1,0,0
"04-2016","275. Town of Orange",0,2,0,0
"04-2016","276. Town of Painter",0,0,0,0
"04-2016","277. Town of Pamplin City",0,0,0,0
"04-2016","279. Town of Pearisburg",0,2,0,0
"04-2016","281. Town of Pennington Gap",0,0,0,0
"04-2016","284. Town of Port Royal",0,1,0,0
"04-2016","286. Town of Purcellville",0,12,0,1
"04-2016","288. Town of Remington",0,1,0,0
"04-2016","289. Town of Rich Creek",0,1,0,0
"04-2016","290. Town of Ridgeway",0,0,0,0
"04-2016","291. Town of Round Hill",0,0,0,0
"04-2016","294. Town of Saint Paul",0,0,0,0
"04-2016","299. Town of Shenandoah",0,0,0,0
"04-2016","300. Town of Smithfield",0,6,0,0
"04-2016","301. Town of South Hill",0,3,0,0
"04-2016","302. Town of Stanardsville",0,0,0,0
"04-2016","303. Town of Stanley",0,0,0,0
"04-2016","304. Town of Stephens City",0,0,0,0
"04-2016","306. Town of Strasburg",0,2,0,0
"04-2016","307. Town of Stuart",0,0,0,0
"04-2016","310. Town of Tappahannock",0,5,0,0
"04-2016","315. Town of Troutville",0,0,0,0
"04-2016","316. Town of Urbanna",1,0,1,0
"04-2016","320. Town of Wakefield",0,0,0,0
"04-2016","321. Town of Warsaw",0,1,0,0
"04-2016","323. Town of Waverly",0,1,0,0
"04-2016","324. Town of Weber City",0,2,0,0
"04-2016","325. Town of West Point",0,4,0,0
"04-2016","328. Town of Windsor",0,7,0,0
"04-2016","329. Town of Wise",1,6,0,0
"04-2016","330. Town of Woodstock",0,0,0,0
"04-2016","331. Town of Hurt",0,0,0,0
"04-2017","000. Arlington County",1,96,0,6
"04-2017","001. Accomack County",0,27,0,0
"04-2017","002. Albemarle County",0,56,0,3
"04-2017","003. Alleghany County",0,5,0,0
"04-2017","004. Amelia County",0,7,0,0
"04-2017","005. Amherst County",1,23,0,0
"04-2017","006. Appomattox County",0,4,0,1
"04-2017","007. Augusta County",2,44,0,0
"04-2017","008. Bath County",0,6,0,0
"04-2017","009. Bedford County",1,45,0,0
"04-2017","010. Bland County",0,8,0,0
"04-2017","011. Botetourt County",1,23,0,0
"04-2017","012. Brunswick County",0,10,0,0
"04-2017","013. Buchanan County",0,17,0,0
"04-2017","014. Buckingham County",0,8,0,0
"04-2017","015. Campbell County",1,24,0,0
"04-2017","016. Caroline County",1,17,0,0
"04-2017","017. Carroll County",0,32,0,0
"04-2017","018. Charles City County",0,8,0,0
"04-2017","019. Charlotte County",0,8,0,0
"04-2017","020. Chesterfield County",4,173,1,9
"04-2017","021. Clarke County",0,2,0,0
"04-2017","022. Craig County",0,2,0,0
"04-2017","023. Culpeper County",0,42,0,0
"04-2017","024. Cumberland County",2,2,0,0
"04-2017","025. Dickenson County",0,11,0,0
"04-2017","026. Dinwiddie County",2,24,0,1
"04-2017","028. Essex County",0,11,0,0
"04-2017","029. Fairfax County",0,432,0,16
"04-2017","030. Fauquier County",1,44,0,0
"04-2017","031. Floyd County",0,5,0,0
"04-2017","032. Fluvanna County",0,6,0,0
"04-2017","033. Franklin County",2,31,0,0
"04-2017","034. Frederick County",2,44,0,0
"04-2017","035. Giles County",1,7,0,0
"04-2017","036. Gloucester County",0,16,0,0
"04-2017","037. Goochland County",0,37,0,0
"04-2017","038. Grayson County",0,2,0,0
"04-2017","039. Greene County",0,5,0,0
"04-2017","040. Greensville County",1,18,0,0
"04-2017","041. Halifax County",1,16,0,0
"04-2017","042. Hanover County",2,60,0,1
"04-2017","043. Henrico County",4,249,1,9
"04-2017","044. Henry County",0,23,0,0
"04-2017","045. Highland County",0,2,0,0
"04-2017","046. Isle of Wight County",0,19,0,0
"04-2017","047. James City County",2,58,0,1
"04-2017","048. King George County",0,11,0,0
"04-2017","049. King & Queen County",0,2,0,0
"04-2017","050. King William County",0,9,0,0
"04-2017","051. Lancaster County",0,0,0,0
"04-2017","052. Lee County",0,9,0,0
"04-2017","053. Loudoun County",2,141,0,3
"04-2017","054. Louisa County",0,16,0,0
"04-2017","055. Lunenburg County",0,4,0,0
"04-2017","056. Madison County",0,10,0,0
"04-2017","057. Mathews County",0,7,0,0
"04-2017","058. Mecklenburg County",1,7,0,0
"04-2017","059. Middlesex County",0,2,0,0
"04-2017","060. Montgomery County",3,57,0,0
"04-2017","062. Nelson County",0,7,0,0
"04-2017","063. New Kent County",0,26,0,0
"04-2017","065. Northampton County",0,7,0,0
"04-2017","066. Northumberland County",0,7,0,0
"04-2017","067. Nottoway County",0,9,0,0
"04-2017","068. Orange County",0,15,0,0
"04-2017","069. Page County",1,7,0,0
"04-2017","070. Patrick County",1,14,0,0
"04-2017","071. Pittsylvania County",3,21,0,0
"04-2017","072. Powhatan County",0,10,0,0
"04-2017","073. Prince Edward County",0,18,0,0
"04-2017","074. Prince George County",2,18,0,0
"04-2017","076. Prince William County",3,249,0,5
"04-2017","077. Pulaski County",2,18,0,0
"04-2017","078. Rappahannock County",0,8,0,0
"04-2017","079. Richmond County",0,4,0,0
"04-2017","080. Roanoke County",1,51,1,0
"04-2017","081. Rockbridge County",1,22,0,0
"04-2017","082. Rockingham County",1,35,0,1
"04-2017","083. Russell County",0,26,0,0
"04-2017","084. Scott County",0,12,0,0
"04-2017","085. Shenandoah County",0,12,0,0
"04-2017","086. Smyth County",1,6,0,0
"04-2017","087. Southampton County",0,12,0,0
"04-2017","088. Spotsylvania County",0,87,0,1
"04-2017","089. Stafford County",1,90,0,0
"04-2017","090. Surry County",0,3,0,0
"04-2017","091. Sussex County",1,9,0,0
"04-2017","092. Tazewell County",1,17,0,0
"04-2017","093. Warren County",0,4,0,0
"04-2017","095. Washington County",2,32,1,0
"04-2017","096. Westmoreland County",0,3,0,0
"04-2017","097. Wise County",0,14,0,0
"04-2017","098. Wythe County",1,10,0,1
"04-2017","099. York County",0,55,0,0
"04-2017","100. City of Alexandria",0,52,0,4
"04-2017","101. Town of Big Stone Gap",0,1,0,0
"04-2017","102. City of Bristol",0,14,0,1
"04-2017","103. City of Buena Vista",0,0,0,0
"04-2017","104. City of Charlottesville",0,19,0,2
"04-2017","105. Town of Clifton Forge",0,1,0,0
"04-2017","106. City of Colonial Heights",0,24,0,1
"04-2017","107. City of Covington",0,8,0,0
"04-2017","108. City of Danville",0,36,0,0
"04-2017","109. City of Emporia",0,4,0,0
"04-2017","110. City of Falls Church",0,21,0,1
"04-2017","111. City of Fredericksburg",0,102,0,2
"04-2017","112. Town of Front Royal",0,6,0,0
"04-2017","113. City of Galax",0,7,0,0
"04-2017","114. City of Hampton",1,216,0,4
"04-2017","115. City of Harrisonburg",0,34,0,1
"04-2017","116. City of Hopewell",0,30,0,3
"04-2017","117. City of Lexington",0,0,0,0
"04-2017","118. City of Lynchburg",0,35,0,3
"04-2017","119. Town of Marion",0,9,0,0
"04-2017","120. City of Martinsville",0,0,0,0
"04-2017","121. City of Newport News",0,169,0,8
"04-2017","122. City of Norfolk",0,179,0,9
"04-2017","123. City of Petersburg",0,40,0,0
"04-2017","124. City of Portsmouth",3,63,0,2
"04-2017","125. Town of Pulaski",0,2,0,0
"04-2017","126. City of Radford",0,3,0,1
"04-2017","127. City of Richmond",3,224,0,12
"04-2017","128. City of Roanoke",2,44,0,2
"04-2017","129. City of Salem",0,27,0,2
"04-2017","130. Town of South Boston",0,4,0,0
"04-2017","131. City of Chesapeake",0,141,0,2
"04-2017","132. City of Staunton",0,44,0,0
"04-2017","133. City of Suffolk",2,125,0,1
"04-2017","134. City of Virginia Beach",2,282,0,6
"04-2017","136. City of Waynesboro",1,21,0,0
"04-2017","137. City of Williamsburg",0,10,0,1
"04-2017","138. City of Winchester",0,16,0,0
"04-2017","139. Town of Wytheville",0,11,0,1
"04-2017","140. Town of Abingdon",1,17,0,0
"04-2017","141. Town of Bedford",0,0,0,0
"04-2017","142. Town of Blackstone",0,4,0,0
"04-2017","143. Town of Bluefield",0,1,0,0
"04-2017","144. Town of Farmville",0,10,0,0
"04-2017","145. City of Franklin",0,15,0,0
"04-2017","146. City of Norton",0,0,0,0
"04-2017","147. City of Poquoson",0,1,0,0
"04-2017","148. Town of Richlands",0,5,0,0
"04-2017","149. Town of Vinton",0,2,0,0
"04-2017","150. Town of Blacksburg",0,29,0,1
"04-2017","151. City of Fairfax",0,29,0,1
"04-2017","152. City of Manassas Park",0,1,0,0
"04-2017","153. Town of Vienna",0,4,0,0
"04-2017","154. Town of Christiansburg",0,7,0,0
"04-2017","155. City of Manassas",0,49,0,1
"04-2017","156. Town of Warrenton",0,12,0,0
"04-2017","157. Town of Rocky Mount",0,5,0,0
"04-2017","159. Town of Luray",0,7,0,0
"04-2017","162. Town of Altavista",0,3,0,0
"04-2017","163. Town of Amherst",0,2,0,0
"04-2017","165. Town of Appomattox",0,2,0,0
"04-2017","166. Town of Ashland",0,6,0,0
"04-2017","168. Town of Berryville",0,1,0,0
"04-2017","170. Town of Boones Mill",0,2,0,0
"04-2017","171. Town of Bowling Green",0,0,0,0
"04-2017","174. Town of Boykins",0,1,0,0
"04-2017","176. Town of Bridgewater",0,1,0,0
"04-2017","177. Town of Broadway",0,0,0,0
"04-2017","178. Town of Brodnax",0,0,0,0
"04-2017","180. Town of Buchanan",0,0,0,0
"04-2017","184. Town of Cedar Bluff",0,1,0,0
"04-2017","186. Town of Chase City",0,0,0,0
"04-2017","187. Town of Chatham",0,1,0,0
"04-2017","188. Town of Cheriton",0,0,0,0
"04-2017","189. Town of Chilhowie",0,2,0,0
"04-2017","190. Town of Chincoteague",0,1,0,0
"04-2017","195. Town of Clinchport",0,1,0,0
"04-2017","196. Town of Clintwood",0,0,0,0
"04-2017","198. Town of Coeburn",0,4,0,0
"04-2017","199. Town of Colonial Beach",0,1,0,0
"04-2017","200. Town of Columbia",0,0,0,0
"04-2017","203. Town of Crewe",0,0,0,0
"04-2017","204. Town of Culpeper",0,17,0,0
"04-2017","206. Town of Dayton",0,5,0,0
"04-2017","210. Town of Dublin",0,3,0,0
"04-2017","212. Town of Dumfries",0,15,0,0
"04-2017","215. Town of Edinburg",0,1,0,0
"04-2017","216. Town of Elkton",0,1,0,0
"04-2017","217. Town of Exmore",0,4,0,0
"04-2017","221. Town of Gate City",0,1,0,0
"04-2017","225. Town of Gordonsville",0,0,0,0
"04-2017","228. Town of Grottoes",0,0,0,0
"04-2017","229. Town of Grundy",0,0,0,0
"04-2017","233. Town of Haymarket",0,0,0,0
"04-2017","235. Town of Herndon",0,39,0,1
"04-2017","237. Town of Hillsville",0,3,0,0
"04-2017","240. Town of Independence",0,1,0,0
"04-2017","241. Town of Iron Gate",0,0,0,0
"04-2017","243. Town of Ivor",0,0,0,0
"04-2017","245. Town of Jonesville",0,0,0,0
"04-2017","247. Town of Kenbridge",0,1,0,0
"04-2017","249. Town of Kilmarnock",0,3,0,0
"04-2017","250. Town of LaCrosse",0,0,0,0
"04-2017","251. Town of Lawrenceville",0,1,0,0
"04-2017","252. Town of Lebanon",0,3,0,0
"04-2017","253. Town of Leesburg",1,25,0,1
"04-2017","254. Town of Louisa",0,0,0,0
"04-2017","255. Town of Lovettsville",0,0,0,0
"04-2017","260. Town of Middletown",0,0,0,0
"04-2017","261. Town of Mineral",0,1,0,0
"04-2017","264. Town of Mount Crawford",0,0,0,0
"04-2017","269. Town of New Market",0,2,0,0
"04-2017","270. Town of Newsoms",0,0,0,0
"04-2017","273. Town of Onancock",0,0,0,0
"04-2017","275. Town of Orange",0,3,0,0
"04-2017","277. Town of Pamplin City",0,0,0,0
"04-2017","279. Town of Pearisburg",0,5,0,0
"04-2017","281. Town of Pennington Gap",0,0,0,0
"04-2017","286. Town of Purcellville",0,10,0,0
"04-2017","288. Town of Remington",0,1,0,0
"04-2017","290. Town of Ridgeway",0,0,0,0
"04-2017","292. Town of Rural Retreat",0,3,0,0
"04-2017","294. Town of Saint Paul",0,0,0,0
"04-2017","298. Town of Scottsville",0,4,0,0
"04-2017","299. Town of Shenandoah",0,1,0,0
